id,type,model,status,lost_by,date,nearest_location,geo,unit,tags
303,Tanks,Unknown tank,Destroyed,Russia,2022-05-14,"Izium raion, Kharkiv oblast",,,"Turretless, Shattered"
304,Tanks,T-72B3,Destroyed,Russia,2022-05-16,"Liubomyrivka, Mykolaiv raion","46.896348,32.401886",,Turretless
307,Tanks,T-72B Obr. 1989,Destroyed,Russia,2022-05-11,"Bilohorivka, Sievierodonetsk raion","48.95094,38.22674",,Underwater
308,Tanks,T-72B Obr. 1989,Destroyed,Russia,2022-05-13,"Bilohorivka, Sievierodonetsk raion","48.95053,38.2266",,"O, ⧸, Underwater"
309,Tanks,T-72B3,Destroyed,Russia,2022-03-13,"Chornohlazivka, Bohodukhiv raion","50.257029,36.037019",69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,Turretless
310,Tanks,T-72B3,Destroyed,Russia,2022-03-31,"Kamianka, Izium raion",,,"Turretless, Z"
311,Tanks,T-72B3,Destroyed,Russia,2022-04-06,"Malynivka, Polohy raion","47.65359,36.47470",,"Turretless, Cope cage"
312,Tanks,T-72B Obr. 1989,Damaged,Russia,2022-02-25,"Tokmak, Polohy raion","47.262945,35.710239",,Cope cage
315,Tanks,T-72B3,Captured,Russia,2022-03-03,"Kalynivka (Voskresenske hromada), Mykolaiv raion","47.033941,32.217928",,"Z, Cope cage"
318,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-25,"Donetsk, Donetsk raion","47.97946187096264,37.55336075932894",,"Turretless, Z, Cope cage"
319,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-25,"Donetsk, Donetsk raion","47.979413995514136,37.55331842630589",,"Turretless, Z, Cope cage"
320,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-25,"Donetsk, Donetsk raion","47.97934980215491,37.55325913934964",,"Z, Cope cage"
322,Tanks,T-72B3 Obr. 2016,Abandoned,Russia,2022-03-21,"Donetsk, Donetsk raion","47.979577,37.552897",,"Z, Cope cage, Damaged"
326,Tanks,T-72B3,Captured,Russia,2022-04-28,Luhansk oblast,,,"O, ⧸, Damaged"
327,Tanks,T-72B3,Captured,Russia,2022-03-04,Mykolaiv oblast,,,"Z, Cope cage"
330,Tanks,T-72B3,Captured,Russia,2022-03-04,"Kolonshchyna, Bucha raion","50.4245,29.93696",37th Separate Motor Rifle Brigade,"V, Mine plow/roller"
332,Tanks,T-72B3,Captured,Russia,2022-03-08,Mykolaiv oblast,,205th Separate Motor Rifle Brigade,Z
337,Tanks,T-72B3,Captured,Russia,2022-03-25,"Malynivka, Polohy raion",,,Z
339,Tanks,T-72B3,Captured,Russia,2022-03-25,"Lukianivka, Brovary raion","50.49253,31.37637",21st Separate Motor Rifle Brigade,
340,Tanks,T-72B3,Captured,Russia,2022-03-16,,,,Z
341,Tanks,T-72B3,Captured,Russia,2022-03-27,"Lukianivka, Brovary raion",,21st Separate Motor Rifle Brigade,O
342,Tanks,T-72B3,Captured,Russia,2022-03-24,"Lukianivka, Brovary raion","50.49177,31.37807",21st Separate Motor Rifle Brigade,O
344,Tanks,T-72B3,Captured,Russia,2022-03-28,"Rohan, Kharkiv raion","49.920564,36.481741",69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,
345,Tanks,T-72B3,Captured,Russia,2022-03-28,"Mala Rohan, Kharkiv raion","49.922835326725014,36.48252565854266",69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,
349,Tanks,T-72B3,Captured,Russia,2022-03-31,"Lukianivka, Brovary raion","50.53313,31.3848",21st Separate Motor Rifle Brigade,"O, Damaged"
351,Tanks,T-72B3,Captured,Russia,2022-04-01,"Makiivka, Nizhyn raion","50.68113,31.83841",,
352,Tanks,T-72B3,Captured,Russia,2022-04-01,"Nova Basan, Nizhyn raion","50.5518,31.45215",21st Separate Motor Rifle Brigade,"Z, O"
353,Tanks,T-72B3,Captured,Russia,2022-04-02,"Velyka Novosilka, Volnovakha raion","47.81765,36.90488",42nd Motor Rifle Division,"Z, Mine plow/roller"
354,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-04-02,"Velyka Novosilka, Volnovakha raion","47.8177,36.90504",42nd Motor Rifle Division,"Z, Mine plow/roller, Damaged"
355,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,2022-04-02,"Velyka Novosilka, Volnovakha raion","47.81774,36.90498",,"Turretless, Z"
357,Tanks,T-72B3,Captured,Russia,2022-03-28,"Mala Rohan, Kharkiv raion","49.934253,36.482682",59th Tank Regiment,Z
358,Tanks,T-72B3,Captured,Russia,2022-04-04,Chernihiv oblast,,,"O, Mine plow/roller"
359,Tanks,T-72B3,Captured,Russia,2022-03-27,"Nizhyn raion, Chernihiv oblast",,,"O, Damaged"
360,Tanks,T-72B3,Captured,Russia,2022-04-05,"Burivka, Chernihiv raion",,,
361,Tanks,T-72B3,Captured,Russia,2022-03-23,"Kamianka dam, Kamianka",,,"Z, Damaged, ☐"
362,Tanks,T-72B3,Destroyed,Russia,2022-03-17,"Kamianka, Izium raion","49.10721,37.2837",,"Z, ☐"
364,Tanks,T-72B3,Captured,Russia,2022-04-17,"Rohan, Kharkiv raion",,69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,"Z, ☐"
365,Tanks,T-72B3,Captured,Russia,2022-02-25,"Polubotky, Chernihiv raion","51.57423,31.24443",74th Separate Motor Rifle Brigade,"O, Damaged"
369,Tanks,T-72B3,Captured,Russia,2022-05-07,"Verkhnia Rohanka, Kharkiv raion",,,"Z, Damaged, ☐"
370,Tanks,T-72B3,Captured,Russia,2022-05-07,"Shestakove, Chuhuiv raion",,69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,"Z, ☐"
371,Tanks,T-72B3,Captured,Russia,2022-05-06,"Momotove, Kharkiv raion","50.074083,36.436363",,Z
372,Tanks,T-72B3,Captured,Russia,2022-05-12,"Verkhnia Rohanka, Kharkiv raion","50.04371,36.56514",69th (ex-138th Separate Motor Rifle Brigade) Guards Motor Rifle Division,"Z, Damaged, ☐"
373,Tanks,T-72B3,Captured,Russia,2022-05-17,Kharkiv oblast,,,Z
374,Tanks,T-72B Obr. 1989,Captured,Russia,2022-03-31,Chernihiv oblast,,,"O, ⧸"
375,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-02-27,"Kamiane (Lebedyn hromada), Sumy raion","50.45374,34.3029",26th Tank Regiment,Turretless
376,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-02-27,"Milky, Pryluky raion","50.62619,32.60686",1st Tank Regiment,Mine plow/roller
377,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-12,"Mariupol, Mariupol raion","47.108121,37.508883",150th Motor Rifle Division,"Turretless, Mine plow/roller"
378,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-02-28,"Perevolochna, Pryluky raion",,1st Tank Regiment,Turretless
379,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-28,"Pershe Travnia, Brovary raion","50.4949568369726,31.18737903519857",,"Turretless, Shattered"
381,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-02-28,"Perevolochna, Pryluky raion",,1st Tank Regiment,
385,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-07,"Mariupol, Mariupol raion","47.08424,37.48911",102nd Motor Rifle Regiment,"Turretless, Z, Cope cage"
386,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-06,"Pysarivka, Sumy raion","51.076670,34.867093",,Turretless
388,Tanks,T-72BA,Destroyed,Russia,2022-02-27,"Sarnavshchyna, Konotop raion",,21st Separate Motor Rifle Brigade,Turretless
390,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-09,"Voznesensk, Voznesensk raion","47.54299,31.37517",126th Separate Coastal Defence Brigade,"Z, Cope cage"
393,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-09,"Zavitne Bazhannia, Volnovakha raion","47.72369,36.80977",,"Turretless, Mine plow/roller"
397,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-02-27,"Perevolochna, Pryluky raion","50.63206,32.61654",1st Tank Regiment,Turretless
398,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-19,"Mariupol, Mariupol raion","47.116891,37.520008",150th Motor Rifle Division,"Turretless, Mine plow/roller"
399,Tanks,T-72B3 Obr. 2016,Damaged,Russia,2022-03-19,"Mariupol, Mariupol raion","47.117213,37.517053",68th Tank Regiment,"Z, ⧸"
400,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-20,"Mariupol, Mariupol raion","47.10671,37.53071",150th Motor Rifle Division,"Z, ⧸"
401,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-23,Chernihiv oblast,,,"Turretless, Shattered"
404,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-24,"Popasna, Sievierodonetsk raion","48.64171,38.41806",,"Turretless, Z"
405,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-30,"Mariupol, Mariupol raion","47.101199392643906,37.546875283045296",150th Motor Rifle Division,"Z, Mine plow/roller, ⧸"
406,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-30,"Dmytrivka (Dmytrivka hromada), Bucha raion","50.46374,30.18228",,"Turretless, V"
407,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-31,"Kamiane (Lebedyn hromada), Sumy raion","50.454053,34.301652",2nd Motor Rifle Division,"Mine plow/roller, Damaged, Underwater"
408,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-25,"Desnianka, Chernihiv raion","51.55921,31.21573",,"Turretless, Shattered, O"
409,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-05,"Krasnopillia, Sumy raion","50.78766,35.22150",,Turretless
410,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-05,"Krasnopillia, Sumy raion","50.78765,35.22137",1st Tank Regiment,Turretless
411,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-09,"Krupychpole, Pryluky raion","50.96322,32.41698",,Turretless
413,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-25,"Mariupol, Mariupol raion","47.0958,37.55757",150th Motor Rifle Division,"Z, ⧸"
414,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-05-06,Kharkiv oblast,,26th Tank Regiment,"Turretless, Z"
415,Tanks,T-72B3,Destroyed,Russia,2022-05-04,"Tavriiske, Kherson raion","46.744503349939606,32.14100927948862",,Turretless
416,Infantry fighting vehicles,BMP-3,Damaged,Russia,2022-05-06,"Pravdyne, Kherson raion",,,
417,Infantry fighting vehicles,BMD-2,Damaged,Russia,2022-05-06,"Pravdyne, Kherson raion",,VDV (Russian Airborne Forces),
418,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-05-05,"Nova Dmytrivka, Izium raion","48.993889,37.165556",,Turretless
420,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-05-05,"Nova Dmytrivka, Izium raion","48.99224532,37.16545699",,"Turretless, Z"
423,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-19,"Nove, Kramatorsk raion","49.16452,37.82513",,"Z, V"
424,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-27,"Sribne, Pryluky raion","50.6755,32.8871",1st Tank Regiment,
425,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-28,"Krasnopillia, Sumy raion","50.787528,35.221833",1st Tank Regiment,
429,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-04-09,"Martynivka, Pryluky raion","50.99429,32.65129",228th Motor Rifle Regiment,"Turretless, Mine plow/roller"
431,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-05-05,"Nova Dmytrivka, Izium raion","48.9933,37.16004",,"Z, Damaged"
432,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-05-08,"Izium raion, Kharkiv oblast",,2nd Motor Rifle Division,Z
434,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-28,"Perevolochna, Pryluky raion","50.64944,32.66498",1st Tank Regiment,
435,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-28,"Vilshana, Romny raion","50.820981,34.017983",2nd Motor Rifle Division,Damaged
436,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-01,"Stinka, Sumy raion","50.82691,35.00463",1st Tank Regiment,
438,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-27,"Milky, Pryluky raion","50.62593,32.60667",1st Tank Regiment,"O, Mine plow/roller"
439,Tanks,T-72B3,Captured,Russia,2022-03-02,Zaporizhzhia oblast,,,"Z, Mine plow/roller, Cope cage"
440,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-27,"Perevolochna, Pryluky raion","50.653418,32.665613",1st Tank Regiment,
441,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-27,"Perevolochna, Pryluky raion","50.65131,32.65368",1st Tank Regiment,
442,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-03,"Verkhnia Syrovatka, Sumy raion",,1st Tank Regiment,
443,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-04,Mykolaiv oblast,,126th Separate Coastal Defence Brigade,"Z, Mine plow/roller, ⧸"
444,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-02-28,"Perevolochna, Pryluky raion","50.64962,32.66489",1st Tank Regiment,
446,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-06,"Voznesensk, Voznesensk raion","47.54361,31.37138",126th Separate Coastal Defence Brigade,Cope cage
447,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-06,"Trostianets, Okhtyrka raion",,,
454,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-06,"Voznesensk, Voznesensk raion","47.54246,31.37661",126th Separate Coastal Defence Brigade,"Z, Cope cage"
456,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-12,"Trostianets (Sribne hromada), Pryluky raion","50.67052,32.84655",,
457,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-14,Sumy oblast,,1st Tank Regiment,
459,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-14,"Pryluky raion, Chernihiv oblast",,,
460,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-15,"Kamianka, Izium raion",,26th Tank Regiment,
461,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-15,"Kamianka, Izium raion",,26th Tank Regiment,
462,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-18,Luhansk oblast,,,Z
463,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-13,Sumy oblast,,26th Tank Regiment,
464,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-27,Mykolaiv oblast,,,
466,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-29,"Trostianets, Okhtyrka raion","50.47731,34.92447",,
467,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-29,"Trostianets, Okhtyrka raion",,26th Tank Regiment,
468,Infantry fighting vehicles,BMP-2(K),Captured,Russia,2022-03-29,"Trostianets, Okhtyrka raion",,,
469,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-22,"Kolisnyky, Pryluky raion","50.69167,32.35991",1st Tank Regiment,
472,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-04-08,Sumy oblast,,26th Tank Regiment,
473,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-20,"Donetsk, Donetsk raion","47.981723,37.546002",,Z
474,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-03-31,"Tokari (Bezdryk hromada), Sumy raion","50.903416,34.898986",26th Tank Regiment,
476,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-04-24,"Velyka Novosilka, Volnovakha raion",,,"Z, Cope cage, ⧸"
478,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-05-09,"Izium raion, Kharkiv oblast",,,Z
479,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-05-10,Kharkiv oblast,,,Z
481,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-05-05,Donetsk oblast,,,⧸
482,Tanks,T-72B3 Obr. 2016,Captured,Russia,2022-05-05,Donetsk oblast,,,⧸
484,Tanks,T-80BV,Destroyed,Russia,2022-02-28,"Velyka Pysarivka, Okhtyrka raion","50.393345,35.445481",423rd Motor Rifle Regiment,Turretless
486,Tanks,T-80BV,Destroyed,Russia,2022-02-25,"Trostianets, Okhtyrka raion","50.45074,34.95249",423rd Motor Rifle Regiment,Turretless
487,Tanks,T-80BV,Destroyed,Russia,2022-03-16,"Zirka, Vyshhorod raion","51.22657,29.42195",38th Separate Motor Rifle Brigade,"Turretless, Shattered"
488,Tanks,T-80BV,Destroyed,Russia,2022-03-16,"Zirka, Vyshhorod raion","51.22648,29.4219",38th Separate Motor Rifle Brigade,"Turretless, Shattered"
489,Tanks,T-80BV,Destroyed,Russia,2022-04-18,"Mariupol, Mariupol raion","47.10198,37.63307",,V
490,Tanks,T-80BV,Destroyed,Russia,2022-04-19,"Hostomel, Bucha raion","50.61372,30.2693",,Mine plow/roller
491,Tanks,T-80BV,Destroyed,Russia,2022-05-02,"Sulyhivka, Izium raion","49.02656820596666,37.23746365357888",,
492,Tanks,T-80BV,Destroyed,Russia,2022-05-02,"Sulyhivka, Izium raion","49.02662803480405,37.23732509935466",,Z
496,Tanks,T-80BV,Destroyed,Russia,2022-05-21,"Zolota Nyva, Volnovakha raion","47.79296,36.98068",,"Turretless, Z"
497,Tanks,T-80BV,Destroyed,Russia,2022-06-03,"Komyshuvakha, Sievierodonetsk raion","48.69966823872237,38.383554208883766",,Z
498,Tanks,T-80BV,Destroyed,Russia,2022-04-12,"Ivankiv, Vyshhorod raion","50.92011,29.88202",,"Turretless, O, Mine plow/roller"
499,Tanks,T-80BV,Destroyed,Russia,2022-04-26,"Novosilka, Volnovakha raion","47.8233,36.74061",,"Turretless, Z"
500,Tanks,T-80BV,Destroyed,Russia,2022-04-26,"Novosilka, Volnovakha raion","47.824260,36.740170",,
501,Tanks,T-80BV,Destroyed,Russia,2022-04-26,"Novosilka, Volnovakha raion","47.824260,36.740170",,"Turretless, Mine plow/roller"
502,Tanks,T-80BV,Destroyed,Russia,2022-03-24,"Stanova, Okhtyrka raion","50.4914,34.86919",423rd Motor Rifle Regiment,Turretless
505,Tanks,T-80BV,Captured,Russia,2022-04-22,"Karnaukhivka, Izium raion","49.061778,37.055056",423rd Motor Rifle Regiment,Damaged
508,Tanks,T-80BV,Captured,Russia,2022-02-28,"Trostianets, Okhtyrka raion","50.48724,34.93348",423rd Motor Rifle Regiment,
509,Tanks,T-80BV,Captured,Russia,2022-02-25,Sumy oblast,,423rd Motor Rifle Regiment,
510,Tanks,T-80BV,Captured,Russia,2022-02-27,"Chupakhivka, Okhtyrka raion","50.397639,34.585301",423rd Motor Rifle Regiment,
511,Tanks,T-80BV,Captured,Russia,2022-02-27,"Chupakhivka, Okhtyrka raion","50.397585,34.585370",423rd Motor Rifle Regiment,
512,Tanks,T-80BV,Captured,Russia,2022-03-04,"Kharkiv, Kharkiv raion",,,"Z, ☐"
513,Tanks,T-80BV,Captured,Russia,2022-03-14,"Sloboda-Kukharska, Vyshhorod raion","50.83399000310195,29.559778666672504",69th Separate Covering Brigade,"V, Damaged"
514,Tanks,T-80BV,Captured,Russia,2022-03-14,"Kukhari, Vyshhorod raion","50.828503,29.571450",69th Separate Covering Brigade,"V, Damaged"
515,Tanks,T-80BV,Captured,Russia,2022-03-26,"Trostianets, Okhtyrka raion","50.481431,34.967620",423rd Motor Rifle Regiment,
516,Tanks,T-80BV,Captured,Russia,2022-04-11,"Semenivka, Izium raion","49.13066,37.16329",,"Z, V"
517,Tanks,T-80BV,Captured,Russia,2022-04-10,Kharkiv oblast,,,"Z, Damaged"
518,Tanks,T-80BV,Captured,Russia,2022-05-07,Kharkiv oblast,,,
519,Tanks,T-80BV,Captured,Russia,2022-05-10,East Ukraine,,,Z
521,Tanks,T-80BV,Captured,Russia,2022-04-22,"Karnaukhivka, Izium raion","49.063913,37.056169",423rd Motor Rifle Regiment,O
522,Tanks,T-80BV,Captured,Russia,2022-04-22,"Karnaukhivka, Izium raion","49.063353,37.055479",423rd Motor Rifle Regiment,Z
525,Tanks,T-80U,Destroyed,Russia,2022-03-03,Sumy oblast,,4th Tank Division,Turretless
526,Tanks,T-80U,Destroyed,Russia,2022-03-03,"Moskovskyi Bobryk, Sumy raion","50.42224,34.34188",4th Tank Division,"Turretless, Mine plow/roller"
527,Tanks,T-80U,Destroyed,Russia,2022-02-27,"Trostianets, Okhtyrka raion","50.48595850199784,34.941651390928406",4th Tank Division,Turretless
528,Tanks,T-80U,Destroyed,Russia,2022-03-25,Sumy oblast,,4th Tank Division,"Turretless, Shattered"
529,Tanks,T-80U,Destroyed,Russia,2022-02-27,"Boromlia, Okhtyrka raion","50.57741327816853,34.97018237856367",4th Tank Division,
530,Tanks,T-80U,Destroyed,Russia,2022-03-28,"Dovzhyk, Okhtyrka raion","50.42435,34.56456",4th Tank Division,Turretless
531,Tanks,T-80U,Destroyed,Russia,2022-03-24,"Stanova, Okhtyrka raion","50.487,34.905139",4th Tank Division,"Turretless, Mine plow/roller"
532,Tanks,T-80U,Destroyed,Russia,2022-03-12,"Moskovskyi Bobryk, Sumy raion",,4th Tank Division,Turretless
533,Tanks,T-80U,Destroyed,Russia,2022-03-17,"Vovkiv, Okhtyrka raion","50.54838,34.96308",4th Tank Division,Turretless
534,Tanks,T-80U,Destroyed,Russia,2022-04-02,Sumy oblast,,4th Tank Division,Turretless
535,Tanks,T-80U,Destroyed,Russia,2022-04-05,"Trostianets, Okhtyrka raion",,4th Tank Division,"Turretless, Shattered"
538,Tanks,T-80U,Destroyed,Russia,2022-03-08,"Soborne, Okhtyrka raion","50.42116,34.67541",4th Tank Division,Turretless
539,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,2022-03-03,"Brovkove, Sumy raion","50.82615083465493,34.706893532772405",,Turretless
540,Tanks,T-80U,Destroyed,Russia,2022-03-17,"Bilka, Okhtyrka raion","50.5287296537951,34.88730007755359",4th Tank Division,PL-1
541,Tanks,T-80U,Destroyed,Russia,2022-04-09,"Semerenky, Okhtyrka raion",,4th Tank Division,Turretless
542,Tanks,T-80UE-1,Destroyed,Russia,2022-04-12,"Brazhkivka, Izium raion","49.05106,37.20057",4th Tank Division,Turretless
545,Tanks,T-80U,Destroyed,Russia,2022-03-29,"Kamiane (Verkhnia Syrovatka hromada), Sumy raion","50.764580,34.968873",4th Tank Division,PL-1
547,Tanks,T-80U,Destroyed,Russia,2022-04-10,Sumy oblast,,4th Tank Division,PL-1
548,Tanks,T-80U,Destroyed,Russia,2022-04-10,Sumy oblast,,4th Tank Division,"Turretless, PL-1"
549,Tanks,T-80U,Destroyed,Russia,2022-05-06,"Dibrivne, Izium raion","49.002581,37.210829",4th Tank Division,Turretless
550,Self-propelled artillery,152mm 2S19 'Msta-S',Destroyed,Russia,2022-05-19,"Izium raion, Kharkiv oblast",,,"Turretless, Shattered"
552,Tanks,T-80U,Destroyed,Russia,2022-03-30,"Stanova, Okhtyrka raion","50.48992,34.89292",4th Tank Division,"Turretless, Underwater"
553,Tanks,T-80U,Destroyed,Russia,2022-04-23,"Bilashi, Kharkiv raion","50.154139,36.180778",4th Tank Division,Z
554,Tanks,T-80U,Destroyed,Russia,2022-06-10,"Kramatorsk raion, Donetsk oblast",,4th Tank Division,
555,Tanks,T-80U,Destroyed,Russia,2022-02-27,"Chupakhivka, Okhtyrka raion","50.397652,34.585467",4th Tank Division,"Turretless, Mine plow/roller"
556,Tanks,T-80U,Captured,Russia,2022-02-28,"Stanova, Okhtyrka raion","50.48996,34.88779",4th Tank Division,Mine plow/roller
557,Tanks,T-80U,Destroyed,Russia,2022-02-28,"Stanova, Okhtyrka raion","50.48974265134504,34.89332831878763",4th Tank Division,Turretless
559,Tanks,T-80U,Captured,Russia,2022-03-01,"Vepryk, Myrhorod raion",,4th Tank Division,
560,Tanks,T-80U,Captured,Russia,2022-03-01,"Artemo-Rastivka, Okhtyrka raion","50.49863,34.70383",4th Tank Division,Damaged
561,Tanks,T-80UE-1,Destroyed,Russia,2022-02-28,"Martynivka, Myrhorod raion","50.367398,34.341524",4th Tank Division,"Turretless, Shattered"
565,Tanks,T-80U,Captured,Russia,2022-02-26,Sumy oblast,,4th Tank Division,
567,Tanks,T-80U,Captured,Russia,2022-03-03,"Moskovskyi Bobryk, Sumy raion","50.440734,34.371861",4th Tank Division,
568,Tanks,T-80U,Captured,Russia,2022-03-26,"Trostianets, Okhtyrka raion","50.449793,34.951528",4th Tank Division,
569,Tanks,T-80U,Captured,Russia,2022-03-04,"Chupakhivka, Okhtyrka raion","50.397275,34.583943",4th Tank Division,Mine plow/roller
570,Tanks,T-80U,Captured,Russia,2022-02-27,"Martynivka, Myrhorod raion","50.3701,34.31629",4th Tank Division,Mine plow/roller
571,Tanks,T-80U,Captured,Russia,2022-03-01,"Vepryk, Myrhorod raion",,4th Tank Division,
572,Tanks,T-80U,Captured,Russia,2022-03-03,"Dovzhyk, Okhtyrka raion",,4th Tank Division,"Z, Mine plow/roller"
573,Tanks,T-80U,Captured,Russia,2022-03-03,"Pedorychi, Myrhorod raion","50.41312,34.28593",4th Tank Division,
